SPEC_ID,PROTECTED = P,UPDATED = U,GENUS,SPECIES,COUNTRY,LOCALITY,COLLECTION PLACE,DATE COLLECTED,SEX,BONE,SIDE,AGE,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM2,left,recent,25.8,,26.8,,,1,4,3,1,10.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM3,left,recent,25.5,,25.3,,,1,5,1,1,12.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",4-Jul-1911,male,txP2,left,recent,38.2,,26.5,,,,,,,8.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP2,left,recent,37.1,,26.6,,,1,7,3,1,8.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP3,left,recent,29.1,,28.4,,,1,5,3,1,11.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182027,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,male,txP4,left,recent,27.1,,28.5,,,1,5,3,1,11.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,mandible,right,recent,470.8,129.5,90.1,80.1,171.2,136.5,50.3,230.9,220.1,110.5,77.3,60.7,96.2,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,skull,right,recent,141.5,139.2,131.6,140.2,265.2,542.2,100.6,80.6,177.8,82.1,47.3,49.9,70.6,40.2,60.5,69.4,160.3,210.1,197.6,81.5,111.1,67.1,426.6,218.6,107.5,119.1,17.5,58.5,58.2,186.3,10.1,63.2,74.6,80.6,30.7,70.7,75.5,117.1,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmI1,right,recent,13.2,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmI2,right,recent,14.4,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmI3,right,recent,14.7,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmm1,right,recent,24.9,,14.6,7.5,8.8,17.8,,14.7,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmm2,right,recent,24.8,,14.5,7.2,8.4,17.6,,13.9,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmm3,right,recent,29.6,,13.9,7.3,8.7,14.7,,13.1,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmp2,right,recent,32.7,,14.7,8.2,14.3,18.1,,12.1,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmp3,right,recent,28.8,,17.9,8.6,14.7,19.8,,17.5,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,tmp4,right,recent,28.9,,18.6,8.6,14.4,20.1,,17.3,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txI1,right,recent,15.4,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txI2,right,recent,17.4,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txI3,right,recent,19.9,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txM1,right,recent,25.6,,32.1,,,1,5,5,1,12.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txM2,right,recent,26.9,,28.3,,,1,6,5,1,12.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txM3,right,recent,29.1,,24.6,,,1,3,2,1,13.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txP2,right,recent,37.9,,28.7,,,1,7,5,1,10.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txP3,right,recent,30.9,,30.5,,,1,5,5,1,12.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182028,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",5-Jul-1911,female,txP4,right,recent,29.8,,31.3,,,1,5,5,1,13.5,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,mandible,left,recent,487.5,134.5,95.2,88.0,182.1,135.9,55.4,235.8,230.1,112.3,90.8,67,100.7,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,skull,left,recent,151.3,150.4,134.9,134.9,264.1,561.9,100.9,81.1,181.3,114.7,41.2,44.5,67.1,46.4,62.5,70.7,174.8,210.1,209.7,88.5,109.6,69.9,447.9,221.5,106.9,107.8,19.1,65.2,60.8,187.4,205.2,71.3,54.0,68.3,21.2,75.2,77.7,118.4,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmC,left,recent,15.5,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmI1,left,recent,14.9,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmI2,left,recent,16.9,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmI3,left,recent,17.1,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmm1,left,recent,27.1,,14.2,7.3,9.2,17.9,,13.9,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmm2,left,recent,27.7,,14.1,7.3,9.9,16.9,,13.5,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmm3,left,recent,33.1,,12.2,7.3,9.4,15.2,,11.9,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmp2,left,recent,34.5,,17.9,10.8,16.2,15.4,,12.9,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmp3,left,recent,30.8,,17.2,8.8,14.9,1.7,,14.1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,tmp4,left,recent,30.6,,16.3,8.7,14.3,18.8,,16.5,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txC,left,recent,15.5,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txI1,left,recent,16.7,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txI2,left,recent,19.4,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txI3,left,recent,20.6,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txM1,left,recent,27.7,,29.3,,,1,5,3,1,11.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txM2,left,recent,28.1,,27.2,,,1,5,3,1,11.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txM3,left,recent,27.6,,22.4,,,1,3,2,1,14.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txP2,left,recent,40.1,,27.9,,,,,,,9.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txP2,left,recent,40.1,,28.5,,,1,7,5,1,8.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txP3,left,recent,30.7,,30.2,,,1,5,5,1,12.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM182063,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",20-Jul-1911,male,txP4,left,recent,30.1,,30.7,,,1,6,4,1,13.6,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,mandible,left,recent,473.1,128.4,89.6,82.7,171.6,142.8,57.1,226.2,213.2,112.9,85.5,65.6,108.5,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,skull,left,recent,138.4,145.1,137.9,136.4,259.1,529.6,98.9,80.1,175.7,67.1,42.5,42.8,72.3,42.2,62.5,66.1,172.4,209.1,203.7,84.1,102.8,70.8,428.2,224.7,110.4,118.1,14.4,61.6,58.4,190.1,195.9,51.9,79.4,80.6,26.7,68.5,76.3,118.4,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmC,left,recent,18.2,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmI2,left,recent,15.4,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmI3,left,recent,15.1,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm1,left,recent,25.7,,13.7,6.1,8.4,18.3,,13.7,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm2,left,recent,26.4,,14.1,6.9,8.6,18.2,,14.4,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm3,left,recent,30.3,,13.3,6.8,7.7,16.1,,13.3,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp2,left,recent,32.5,,15.5,6.3,14.5,17.4,,12.9,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp3,left,recent,30.1,,17.1,8.4,15.5,19.7,,17.6,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp4,left,recent,29.1,,16.4,8.4,13.1,20.1,,17.1,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txC,left,recent,17.3,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI1,left,recent,15.7,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI2,left,recent,18.2,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI3,left,recent,21.7,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM1,left,recent,23.2,,28.7,,,0,3,1,0,8.8,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM2,left,recent,25.3,,28.8,,,1,3,2,1,8.7,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM3,left,recent,29.7,,26.3,,,1,4,3,1,11.7,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",,male,txP2,left,recent,39.3,,27.4,,,,,,,8.4,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP2,left,recent,39.1,,28.7,,,1,4,1,0,7.3,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP3,left,recent,31.9,,32.5,,,1,5,2,1,10.2,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM199079,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP4,left,recent,28.3,,31.7,,,1,5,2,1,8.9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,astragalus,left,recent,64.3,68.2,30.3,65.8,50.7,39.6,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,astragalus,right,recent,66.6,66.8,31.1,66.3,55.3,39.2,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,calcaneum,left,recent,119.9,74.8,23.4,26.0,52.8,54.3,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,calcaneum,right,recent,117.0,74.6,22.8,36.5,51.0,59.5,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,mandible,left,recent,478.2,149.7,80.3,81.1,160.5,147.6,54.1,230.1,220.4,119.1,80.7,70.2,98.1,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,mciii,left,recent,240.3,232.3,32.7,26.6,52.7,33.4,42.4,15.8,,47.6,47.3,36.2,28.8,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,mciii,right,recent,240.6,231.9,33.4,26.7,52.1,34.1,43.3,15.7,,47.5,47.0,36.0,28.9,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,mtiii,left,recent,279.9,272.7,32.5,32.1,51.1,39.9,47.6,11.0,7.6,47.2,45.5,38.7,29.6,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",9-Oct-1925,male,mtiii,right,recent,278.7,272.5,31.7,32.7,50.7,40.9,47.6,10.3,9.9,46.8,45.8,38.1,28.8,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,skull,left,recent,160.1,139.2,131.4,140.2,264.4,554.6,100.1,74.6,168.9,79.4,50.1,51.3,67.1,40.4,61.1,62.9,164.1,210.9,202.4,86.1,105.3,69.9,440.3,219.7,100.6,117.1,16.5,63.2,59.9,186.7,204.3,54.1,79.6,80.4,27.4,74.1,84.6,115.7,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmC,left,recent,13.2,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmI2,left,recent,11.3,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmI3,left,recent,12.1,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm1,left,recent,23.4,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm2,left,recent,23.8,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmm3,left,recent,31.9,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp2,left,recent,29.3,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp3,left,recent,25.1,,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,tmp4,left,recent,25.9,,,,,"17,,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txC,left,recent,13.7,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI1,left,recent,14.4,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI2,left,recent,17.5,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txI3,left,recent,18.9,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM1,left,recent,21.7,,29.1,,,0,0,0,0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM2,left,recent,23.1,,27.9,,,0,1,1,0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txM3,left,recent,28.3,,26.7,,,0,0,0,0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP2,left,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP3,left,recent,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,19,306,"Nguaso Nyiro, Nyiro River",unknown,male,txP4,left,recent,27.9,,31.2,,,0,0,0,0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM241009,P,U,Equus,grevyi,,,"Nguaso Nyiro, Nyiro River",unknown,male,tmI1,left,recent,10.3,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,male,a1ph3,left,recent,85.6,78.3,28.4,49.4,36.7,42.0,40.3,25.3,46.6,68.0,67.0,11.8,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,male,a1ph3,right,recent,84.9,78.0,29.0,49.9,36.0,40.4,40.5,24.2,47.6,66.0,62.7,13.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,male,astragalus,left,recent,58.9,61.6,28.0,62.6,51.0,36.3,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,male,calcaneum,left,recent,111.6,69.1,20.9,34.0,50.3,50.1,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,male,mandible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,male,mciii,left,recent,229.0,221.9,31.5,25.9,50.2,32.4,42.3,15.0,,45.7,47.0,33.6,27.1,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,unknown,mciii,right,recent,229.7,221.6,31.5,25.1,50.3,32.4,42.3,14.4,6.1,45.1,47.2,34.0,26.7,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,unknown,mtiii,left,recent,266.5,257.6,30.3,30.6,49.1,40.9,45.1,12.8,8.0,46.1,46.8,35.7,26.1,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,unknown,p1ph3,left,recent,81.2,74.9,29.1,50.5,35.7,41.8,37.4,22.6,43.2,59.0,61.2,11.2,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,19,0,National Zoo,17-Apr-1906,male,skull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49796,P,U,Equus,grevyi,Locality Unknown,0,National Zoo,1-Nov-1907,unknown,p2ph3,left,recent,45.9,32.4,43.1,50.0,30.8,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49944,P,U,Equus,grevyi,19,0,unknown,1-Nov-1907,female,a1ph3,left,recent,84.1,77.7,30.4,52.4,37.1,43.5,39.3,23.9,43.4,63.2,64.1,14.8,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49944,P,U,Equus,grevyi,19,0,unknown,1-Nov-1907,female,a1ph3,right,recent,83.8,78.7,30.1,52.5,37.0,44.1,39.6,24.2,43.8,65.4,65.6,15.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USNM49944,P,U,Equus,grevyi,19,0,unknown,1-Nov-1907,female,ast,left,recent,60.2,61.5,29.2,62.1,51.3,37.2,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
