1st_body_mass,1st_total_length,catalognumber,collectioncode,decimallatitude,decimallongitude,dynamicproperties,1st_ear_length,eventdate,fieldnotes,1st_hind_foot_length,institutioncode,1st_life_stage_notation,2nd_life_stage_notation,lifestage,ageValue,ageUnit,locality,occurrenceid,reproductivecondition,scientificname,sex,1st_sex_notation,1st_tail_length,1st_testes_side
12700.59,1015,62086,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1015"", ""tailLengthInmm"":""190"", ""hindfootLengthInmm"":""330"", ""earLengthInmm"":""126"", ""weightInlbs"":""[28]""}",126,10/24/1992,,330,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62086,,Odocoileus virginianus,female,female,190,
13608,1041,18196,Mammals,17.7525005,-64.6200027,"{""totalLengthInMM"":""1041"", ""tailLengthInMM"":""127"", ""hindfootLengthInMM"":""203"", ""earLengthInMM"":""127"", ""weightInGrams"":""13608"" }",127,10/15/1972,,203,TTU,,,,,,COTTON VALLY ESTATE,urn:catalog:TTU:Mammals:18196,,Odocoileus virginianus,male,male,127,
18598,1041,18213,Mammals,17.7605591,-64.7741699,"{""totalLengthInMM"":""1041"", ""tailLengthInMM"":""102"", ""hindfootLengthInMM"":""330"", ""earLengthInMM"":""102"", ""weightInGrams"":""18598"" }",102,6/14/1972,,330,TTU,,,,,,WINDSOR ESTATE,urn:catalog:TTU:Mammals:18213,,Odocoileus virginianus,male,male,102,
19504.47,1041,61039,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1041"", ""tailLengthInmm"":""166"", ""hindfootLengthInmm"":""342"", ""earLengthInmm"":""116"", ""weightInlbs"":""43""}",116,10/17/1992,,342,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61039,,Odocoileus virginianus,female,female,166,
16329.33,1044,62049,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1044"", ""tailLengthInmm"":""175"", ""hindfootLengthInmm"":""348"", ""earLengthInmm"":""121"", ""weightInlbs"":""36""}",121,10/21/1989,,348,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62049,,Odocoileus virginianus,female,female,175,
16782.92,1055,61111,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1055"", ""tailLengthIn"":""176"", ""hindfootLengthIn"":""346"", ""earLengthIn"":""135"", ""weightInlbs"":""37""}",,10/28/1989,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61111,,Odocoileus virginianus,female,female,,
11339.81,1078,61089,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1078"", ""tailLengthInmm"":""192"", ""hindfootLengthInmm"":""329"", ""earLengthInmm"":""110"", ""weightInlbs"":""25""}",110,10/19/1991,,329,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61089,,Odocoileus virginianus,female,female,192,
18184,1092,18210,Mammals,17.7538891,-64.605278,"{""totalLengthInMM"":""1092"", ""tailLengthInMM"":""140"", ""hindfootLengthInMM"":""229"", ""earLengthInMM"":""140"", ""weightInGrams"":""18184"" }",140,10/4/1972,,229,TTU,,,,,,TEAGUE ESTATE,urn:catalog:TTU:Mammals:18210,,Odocoileus virginianus,male,male,140,
20865.25,1108,65161,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1108"", ""tailLengthInmm"":""164"", ""hindfootLengthInmm"":""354"", ""earLengthInmm"":""127"", ""weightInlbs"":""46""}",127,10/17/1992,,354,OMNH,,,,,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65161,,Odocoileus virginianus,male,male,164,
18143.7,1113,62078,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1113"", ""tailLengthInmm"":""200"", ""hindfootLengthInmm"":""369"", ""earLengthInmm"":""128"", ""weightInlbs"":""40""}",128,10/20/1991,,369,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62078,,Odocoileus virginianus,female,female,200,
15875.73,1114,62066,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1114"", ""tailLengthInmm"":""185"", ""hindfootLengthInmm"":""338"", ""earLengthInmm"":""127"", ""weightInlbs"":""35""}",127,10/20/1990,,338,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62066,,Odocoileus virginianus,female,female,185,
17236.51,1114,60144,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1114"", ""tailLengthIn"":""185"", ""hindfootLengthIn"":""338"", ""earLengthIn"":""127"", ""weightInlbs"":""38""}",,10/20/1990,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60144,,Odocoileus virginianus,female,female,,
15422.14,1117,61044,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1117"", ""tailLengthInmm"":""191"", ""hindfootLengthInmm"":""337"", ""earLengthInmm"":""134"", ""weightInlbs"":""34""}",134,10/26/1991,,337,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61044,,Odocoileus virginianus,female,female,191,
9979,1118,18214,Mammals,,,"{""totalLengthInMM"":""1118"", ""tailLengthInMM"":""102"", ""hindfootLengthInMM"":""279"", ""earLengthInMM"":""102"", ""weightInGrams"":""9979"" }",102,10/24/1972,,279,TTU,,,,,,WOOD COTTAGE ESTATE,urn:catalog:TTU:Mammals:18214,,Odocoileus virginianus,male,male,102,
18144,1118,18211,Mammals,17.7444401,-64.6041718,"{""totalLengthInMM"":""1118"", ""tailLengthInMM"":""152"", ""hindfootLengthInMM"":""229"", ""earLengthInMM"":""140"", ""weightInGrams"":""18144"" }",140,10/3/1972,,229,TTU,,,,,,TURNERS HOLE ESTATE,urn:catalog:TTU:Mammals:18211,,Odocoileus virginianus,male,male,152,
19504.47,1118,61034,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1118"", ""tailLengthInmm"":""201"", ""hindfootLengthInmm"":""342"", ""earLengthInmm"":""134"", ""weightInlbs"":""43""}",134,10/20/1991,,342,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61034,,Odocoileus virginianus,female,female,201,
29484,1118,18215,Mammals,,,"{""totalLengthInMM"":""1118"", ""tailLengthInMM"":""152"", ""hindfootLengthInMM"":""318"", ""earLengthInMM"":""152"", ""weightInGrams"":""29484"" }",152,10/19/1972,,318,TTU,,,,,,YELLOW CLIFF ESTATE,urn:catalog:TTU:Mammals:18215,,Odocoileus virginianus,female,female,152,
14514.96,1120,61134,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1120"", ""tailLengthIn"":""202"", ""hindfootLengthIn"":""352"", ""earLengthIn"":""135"", ""weightInlbs"":""32""}",,10/20/1991,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61134,,Odocoileus virginianus,male,male,,
19504.47,1120,61198,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1120"", ""tailLengthInmm"":""220"", ""hindfootLengthInmm"":""350"", ""earLengthInmm"":""111"", ""weightInlbs"":""43""}",111,10/21/1990,,350,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61198,,Odocoileus virginianus,male,male,220,
19958.07,1124,62214,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1124"", ""tailLengthInmm"":""182"", ""hindfootLengthInmm"":""364"", ""earLengthInmm"":""122"", ""weightInlbs"":""44""}",122,10/24/1987,,364,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62214,,Odocoileus virginianus,female,female,182,
22226.03,1124,61128,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1124"", ""tailLengthIn"":""202"", ""hindfootLengthIn"":""363"", ""earLengthIn"":""125"", ""weightInlbs"":""49""}",,10/17/1992,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61128,,Odocoileus virginianus,male,male,,
23133.21,1125,63504,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1125"", ""tailLengthInmm"":""206"", ""hindfootLengthInmm"":""362"", ""earLengthInmm"":""142"", ""weightInlbs"":""51""}",142,10/17/1987,,362,OMNH,0.5 years,,,0.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63504,,Odocoileus virginianus,female,female,206,
23586.8,1128,61163,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1128"", ""tailLengthIn"":""213"", ""hindfootLengthIn"":""371"", ""earLengthIn"":""123"", ""weightInlbs"":""52""}",,10/16/1988,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61163,,Odocoileus virginianus,male,male,,
14514.96,1129,61158,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1129"", ""tailLengthIn"":""211"", ""hindfootLengthIn"":""339"", ""earLengthIn"":""124"", ""weightInlbs"":""[32]""}",,10/17/1992,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61158,,Odocoileus virginianus,male,male,,
23133.21,1131,61138,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1131"", ""tailLengthIn"":""192"", ""hindfootLengthIn"":""353"", ""earLengthIn"":""143"", ""weightInlbs"":""51""}",,10/19/1991,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61138,,Odocoileus virginianus,female,female,,
21772.44,1133,61167,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1133"", ""tailLengthIn"":""172"", ""hindfootLengthIn"":""368"", ""earLengthIn"":""123"", ""weightInlbs"":""48""}",,10/15/1988,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61167,,Odocoileus virginianus,female,female,,
20865.25,1136,62077,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1136"", ""tailLengthInmm"":""165"", ""hindfootLengthInmm"":""367"", ""earLengthInmm"":""127"", ""weightInlbs"":""46""}",127,10/20/1991,,367,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62077,,Odocoileus virginianus,female,female,165,
14061.36,1137,60149,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1137"", ""tailLengthIn"":""184"", ""hindfootLengthIn"":""335"", ""earLengthIn"":""121"", ""weightInlbs"":""31""}",,10/17/1992,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60149,,Odocoileus virginianus,female,female,,
17690.1,1139,61042,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1139"", ""tailLengthInmm"":""175"", ""hindfootLengthInmm"":""331"", ""earLengthInmm"":""114"", ""weightInlbs"":""39""}",114,10/20/1991,,331,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61042,,Odocoileus virginianus,female,female,175,
20411.66,1139,60154,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1139"", ""tailLengthIn"":""192"", ""hindfootLengthIn"":""348"", ""earLengthIn"":""130"", ""weightInlbs"":""45""}",,10/17/1992,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60154,,Odocoileus virginianus,female,female,,
23133.21,1140,61116,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1140"", ""tailLengthIn"":""183"", ""hindfootLengthIn"":""368"", ""earLengthIn"":""130"", ""weightInlbs"":""51""}",,10/20/1990,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61116,,Odocoileus virginianus,male,male,,
14968.55,1142,61106,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1142"", ""tailLengthIn"":""175"", ""hindfootLengthIn"":""348"", ""earLengthIn"":""119"", ""weightInlbs"":""33""}",,10/21/1989,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61106,,Odocoileus virginianus,female,female,,
19958.07,1143,61041,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1143"", ""tailLengthInmm"":""205"", ""hindfootLengthInmm"":""356"", ""earLengthInmm"":""126"", ""weightInlbs"":""44""}",126,10/17/1992,,356,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61041,,Odocoileus virginianus,female,female,205,
20411.66,1145,62004,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1145"", ""tailLengthInmm"":""204"", ""hindfootLengthInmm"":""354"", ""earLengthInmm"":""125"", ""weightInlbs"":""45""}",125,10/24/1987,,354,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62004,,Odocoileus virginianus,female,female,204,
14061.36,1146,62074,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1146"", ""tailLengthInmm"":""175"", ""hindfootLengthInmm"":""362"", ""earLengthInmm"":""130"", ""weightInlbs"":""[31]""}",130,10/25/1992,,362,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62074,,Odocoileus virginianus,female,female,175,
13607.77,1153,62236,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1153"", ""tailLengthInmm"":""225"", ""hindfootLengthInmm"":""354"", ""earLengthInmm"":""129"", ""weightInlbs"":""30""}",129,10/18/1986,,354,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62236,,Odocoileus virginianus,female,female,225,
19504.47,1153,63503,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1153"", ""tailLengthInmm"":""222"", ""hindfootLengthInmm"":""367"", ""earLengthInmm"":""128"", ""weightInlbs"":""43""}",128,10/17/1987,,367,OMNH,0.5 years,,,0.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63503,,Odocoileus virginianus,male,male,222,
20865.25,1156,60146,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1156"", ""tailLengthIn"":""200"", ""hindfootLengthIn"":""348"", ""earLengthIn"":""135"", ""weightInlbs"":""46""}",,10/20/1990,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60146,,Odocoileus virginianus,male,male,,
26309,1156,18194,Mammals,17.7655602,-64.8816681,"{""totalLengthInMM"":""1156"", ""tailLengthInMM"":""127"", ""hindfootLengthInMM"":""343"", ""earLengthInMM"":""127"", ""weightInGrams"":""26309"" }",127,8/3/1972,,343,TTU,,,,,,CALIDONIA ESTATE,urn:catalog:TTU:Mammals:18194,,Odocoileus virginianus,female,female,127,
16329.33,1160,61159,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1160"", ""tailLengthIn"":""192"", ""hindfootLengthIn"":""331"", ""earLengthIn"":""116"", ""weightInlbs"":""[36]""}",,10/17/1992,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61159,,Odocoileus virginianus,female,female,,
21318.84,1160,62276,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1160"", ""tailLengthInmm"":""190"", ""hindfootLengthInmm"":""355"", ""earLengthInmm"":""130"", ""weightInlbs"":""47""}",130,10/18/1986,,355,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62276,,Odocoileus virginianus,male,male,190,
26308.36,1160,60165,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1160"", ""tailLengthIn"":""201"", ""hindfootLengthIn"":""364"", ""earLengthIn"":""129"", ""weightInlbs"":""58""}",,10/27/1990,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60165,,Odocoileus virginianus,male,male,,
23133.21,1161,62053,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1161"", ""tailLengthInmm"":""189"", ""hindfootLengthInmm"":""386"", ""earLengthInmm"":""135"", ""weightInlbs"":""51""}",135,10/21/1989,,386,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62053,,Odocoileus virginianus,female,female,189,
57606.23,1161,61064,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1161"", ""tailLengthInmm"":""252"", ""hindfootLengthInmm"":""439"", ""earLengthInmm"":""148"", ""weightInlbs"":""127""}",148,10/20/1990,,439,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61064,,Odocoileus virginianus,male,male,252,
15875.73,1162,61100,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1162"", ""tailLengthIn"":""182"", ""hindfootLengthIn"":""340"", ""earLengthIn"":""122"", ""weightInlbs"":""35""}",,10/28/1989,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61100,,Odocoileus virginianus,female,female,,
22226.03,1162,60163,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1162"", ""tailLengthIn"":""195"", ""hindfootLengthIn"":""375"", ""earLengthIn"":""137"", ""weightInlbs"":""49""}",,10/21/1989,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60163,,Odocoileus virginianus,female,female,,
11793.4,1166,61016,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1166"", ""tailLengthInmm"":""208"", ""hindfootLengthInmm"":""351"", ""earLengthInmm"":""129"", ""weightInlbs"":""26""}",129,10/28/1989,,351,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61016,,Odocoileus virginianus,female,female,208,
20411.66,1170,62289,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1170"", ""tailLengthInmm"":""220"", ""hindfootLengthInmm"":""354"", ""earLengthInmm"":""140"", ""weightInlbs"":""45""}",140,10/17/1987,,354,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62289,,Odocoileus virginianus,female,female,220,
23586.8,1170,61170,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1170"", ""tailLengthIn"":""196"", ""hindfootLengthIn"":""371"", ""earLengthIn"":""122"", ""weightInlbs"":""52""}",,10/23/1988,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61170,,Odocoileus virginianus,male,male,,
21318.84,1175,61173,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1175"", ""tailLengthIn"":""211"", ""hindfootLengthIn"":""350"", ""earLengthIn"":""132"", ""weightInlbs"":""47""}",,10/23/1988,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61173,,Odocoileus virginianus,female,female,,
22226.03,1175,61020,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1175"", ""tailLengthInmm"":""194"", ""hindfootLengthInmm"":""352"", ""earLengthInmm"":""121"", ""weightInlbs"":""49""}",121,10/22/1989,,352,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61020,,Odocoileus virginianus,male,male,194,
23586.8,1175,61103,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1175"", ""tailLengthIn"":""204"", ""hindfootLengthIn"":""368"", ""earLengthIn"":""140"", ""weightInlbs"":""52""}",,10/22/1989,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61103,,Odocoileus virginianus,male,male,,
23586.8,1177,61121,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1177"", ""tailLengthIn"":""192"", ""hindfootLengthIn"":""378"", ""earLengthIn"":""132"", ""weightInlbs"":""52""}",,10/20/1990,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61121,,Odocoileus virginianus,male,male,,
13607.77,1178,62073,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1178"", ""tailLengthInmm"":""202"", ""hindfootLengthInmm"":""360"", ""earLengthInmm"":""125"", ""weightInlbs"":""[30]""}",125,10/25/1992,,360,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62073,,Odocoileus virginianus,female,female,202,
24040.4,1179,60161,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1179"", ""tailLengthIn"":""168"", ""hindfootLengthIn"":""371"", ""earLengthIn"":""121"", ""weightInlbs"":""53""}",,10/20/1991,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60161,,Odocoileus virginianus,male,male,,
21772.44,1180,62251,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1180"", ""tailLengthInmm"":""174"", ""hindfootLengthInmm"":""343"", ""earLengthInmm"":""136"", ""weightInlbs"":""48""}",136,10/28/1990,,343,OMNH,0.5 years,,,0.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62251,,Odocoileus virginianus,female,female,174,
14968.55,1181,61008,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1181"", ""tailLengthInmm"":""232"", ""hindfootLengthInmm"":""370"", ""earLengthInmm"":""125"", ""weightInlbs"":""33""}",125,10/21/1989,,370,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61008,,Odocoileus virginianus,male,male,232,
22226.03,1182,61166,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1182"", ""tailLengthIn"":""205"", ""hindfootLengthIn"":""372"", ""earLengthIn"":""131"", ""weightInlbs"":""49""}",,10/23/1988,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61166,,Odocoileus virginianus,female,female,,
20411.66,1183,65314,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1183"", ""tailLengthInmm"":""209"", ""hindfootLengthInmm"":""335"", ""earLengthInmm"":""112"", ""weightInlbs"":""45""}",112,10/27/1991,,335,OMNH,0.5 year,,,0.5 year,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65314,,Odocoileus virginianus,female,female,209,
21318.84,1184,62058,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1184"", ""tailLengthInmm"":""211"", ""hindfootLengthInmm"":""353"", ""earLengthInmm"":""136"", ""weightInlbs"":""47""}",136,10/27/1990,,353,OMNH,0.5 years,,,0.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62058,,Odocoileus virginianus,female,female,211,
26308.36,1184,61131,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1184"", ""tailLengthIn"":""207"", ""hindfootLengthIn"":""388"", ""earLengthIn"":""141"", ""weightInlbs"":""58""}",,10/25/1992,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61131,,Odocoileus virginianus,male,male,,
21772.44,1188,60155,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1188"", ""tailLengthIn"":""198"", ""hindfootLengthIn"":""354"", ""earLengthIn"":""132"", ""weightInlbs"":""48""}",,10/17/1992,,,OMNH,0.5 years,,,0.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60155,,Odocoileus virginianus,male,male,,
22679.62,1190,61119,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1190"", ""tailLengthIn"":""210"", ""hindfootLengthIn"":""379"", ""earLengthIn"":""135"", ""weightInlbs"":""50""}",,10/20/1990,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61119,,Odocoileus virginianus,female,female,,
19958.07,1191,60194,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1191"", ""tailLengthInmm"":""240"", ""hindfootLengthInmm"":""363"", ""earLengthInmm"":""140"", ""weightInlbs"":""44""}",140,10/21/1989,,363,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60194,,Odocoileus virginianus,female,female,240,
25854.77,1191,61051,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1191"", ""tailLengthInmm"":""209"", ""hindfootLengthInmm"":""383"", ""earLengthInmm"":""129"", ""weightInlbs"":""57""}",129,10/20/1990,,383,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61051,,Odocoileus virginianus,male,male,209,
19958.07,1192,61011,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1192"", ""tailLengthInmm"":""192"", ""hindfootLengthInmm"":""374"", ""earLengthInmm"":""127"", ""weightInlbs"":""44""}",127,10/22/1989,,374,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61011,,Odocoileus virginianus,male,male,192,
24494,1194,18203,Mammals,17.7408295,-64.8613892,"{""totalLengthInMM"":""1194"", ""tailLengthInMM"":""127"", ""hindfootLengthInMM"":""330"", ""earLengthInMM"":""127"", ""weightInGrams"":""24494"" }",127,6/3/1972,,330,TTU,,,,,,OXFORD ESTATE,urn:catalog:TTU:Mammals:18203,,Odocoileus virginianus,female,female,127,
19958.07,1195,61143,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1195"", ""tailLengthIn"":""226"", ""hindfootLengthIn"":""378"", ""earLengthIn"":""146"", ""weightInlbs"":""44""}",,10/20/1991,,,OMNH,0.5 yr,,,0.5 yr,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61143,,Odocoileus virginianus,female,female,,
