,institutionCode,collectionCode,catalogNumber,measurementSide,measurementType,scientificName,decimalLatitude,decimalLongitude,locality,verbatimLocality,basisOfRecord,measurementValue,measurementUnit,lithostratigraphicTerms,formation,member,references,materialSampleID,diagnosticID
2282,RAM,P,02.2.4,left,p3/p4transverse width,,-na,-na,Apex Evergreen Pit,"Alberta, Canada",FossilSpecimen,16.48,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e191dae6-1a7a-4bcd-9cd0-343cc9ee970b
2283,RAM,DhPg-8,3437.2 (Horse 2),average left and right,p3anteroposterior length,,-na,-na,Wally's Beach,"Alberta, Canada",FossilSpecimen,26.21,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,696d20f6-2fff-440d-b41a-1393bfcc4dae
2284,RAM,DhPg-8,3437.2 (Horse 2),average left and right,p3transverse width,,-na,-na,Wally's Beach,"Alberta, Canada",FossilSpecimen,15.59,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0631f79e-84b5-4d5e-ad49-4b0e59a981c1
2285,RAM,P,94.1.670,left,p3/p4anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,27.09,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,b5212121-c856-4586-be27-4f93f552397b
2286,RAM,P,94.1.670,left,p3/p4transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,15.94,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,21340a6a-3f2d-4961-905b-9af5c4a62c72
2287,RAM,P,98.5.484,left,p3/p4anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,28.34,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,28e50fe4-dea7-4885-85d8-a6e6a5b1c5b2
2288,RAM,P,98.5.484,left,p3/p4transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,14.36,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e979af6d-e878-4296-8297-5db16b0854ba
2289,RAM,P,94.1.499,left,p3anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,24.36,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,7800497b-7ead-4056-8df7-70a0a1606aff
2290,RAM,P,94.1.499,left,p3transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,13.83,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4618aa1e-e2c5-45be-a6f8-b87d618c8949
2291,RAM,P,94.1.486,left,p3anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,31.60,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,52768f20-cb4d-4416-862c-97469ad1e4c7
2292,RAM,P,94.1.486,left,p3transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,15.68,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,1fc16586-f851-4998-9f78-951ed6a3a333
2293,RAM,P,89.13.50,right,p3/p4anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,30.16,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f0dcc1bb-0c0a-4b4d-a01a-e25e7fe11ad0
2294,RAM,P,89.13.50,right,p3/p4transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,16.06,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,7a91a66e-bab3-4912-a0ed-022c4a93a05c
2295,RAM,P,94.1.632,left,p4anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,31.44,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,267ddbd8-f73d-4649-8f42-b8d1e53747ef
2296,RAM,P,94.1.632,left,p4transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,15.43,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,38457d9f-4672-43cf-981e-96384c6cb69e
2297,RAM,P,02.8.48,right,p4anteroposterior length,,-na,-na,TBG Pit 4,"Alberta, Canada",FossilSpecimen,27.40,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9d4152c3-86fd-40d0-ad58-a44658aae44c
2298,RAM,P,02.8.48,right,p4transverse width,,-na,-na,TBG Pit 4,"Alberta, Canada",FossilSpecimen,15.26,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0ccb966a-c847-44e6-9023-e820567dc070
2299,RAM,P,98.5.480,left,p3anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,24.26,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,1ea76c8e-2de9-43a4-ad7f-da2486721a2d
2300,RAM,P,98.5.480,left,p3transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,14.44,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,572e6de8-25d6-4cdf-a0a9-cd2683e9ee00
2301,RAM,DhPg-8,861.1 (Horse 3),average left and right,p4anteroposterior length,,-na,-na,Wally's Beach,"Alberta, Canada",FossilSpecimen,26.53,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,24c886f4-074f-461a-a2f4-00d49cb0352e
2302,RAM,DhPg-8,861.1 (Horse 3),average left and right,p4transverse width,,-na,-na,Wally's Beach,"Alberta, Canada",FossilSpecimen,15.79,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c3e2c97d-e0ca-4fab-8e55-700c49d13595
2303,RAM,P,94.1.341,left,p4anteroposterior length,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,29.66,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,5a195467-c009-4e4f-a6bb-8f6a709d4a7a
2304,RAM,P,94.1.341,left,p4transverse width,,-na,-na,Pit 48,"Alberta, Canada",FossilSpecimen,15.90,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,5e2b51ef-3fbb-4252-8872-304cb5e30a56
2305,RAM,P,94.5.5,right,p4anteroposterior length,,-na,-na,Pit 45,"Alberta, Canada",FossilSpecimen,29.02,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,bf1b0400-3ba3-4ded-a899-07d9d8b94bb8
2306,RAM,P,94.5.5,right,p4transverse width,,-na,-na,Pit 45,"Alberta, Canada",FossilSpecimen,16.51,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a1141c49-9420-4737-9e1d-1b5a123ca8b3
2307,CMH,MgVo-3 ,S-3-98,left,p3anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,26.29,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,739e6dfe-9fb8-4771-a98b-de662ebc30c1
2308,CMH,MgVo-3 ,S-3-98,left,p3transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,15.95,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,38489f67-01f3-4a82-9d1f-fbc7366e30c5
2309,CMH,MgVo-3 ,85-90,right,p3anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,28.79,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c1ee88c1-8d6f-4404-8193-987dfb02cf5a
2310,CMH,MgVo-3 ,85-90,right,p3transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,15.50,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,26fbbcfa-716c-4701-bdf8-e5b16f2575c5
2311,CMH,MgVo-2 ,I6-E-5,right,p4anteroposterior length,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,26.59,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,30452c4b-fe9d-4159-b397-78045451d88a
2312,CMH,MgVo-2 ,I6-E-5,right,p4transverse width,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,16.43,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c7ef9a3f-77c8-4d25-96e0-9a7adb0f0b6d
2313,CMH,MgVo-3 ,S-3-94,right,p4anteroposterior length,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,26.78,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,03b8aaf2-92f4-4964-8a83-f0b170115177
2314,CMH,MgVo-3 ,S-3-94,right,p4transverse width,,-na,-na,Bluefish Cave 3,"Yukon, Canada",FossilSpecimen,17.87,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,4b0a35cf-9208-4e79-ade8-ecbc96a84b6d
2315,CMH,MgVo-1 ,K8-2-2,left,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.05,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,7142d475-8403-47a3-8cda-81b823048746
2316,CMH,MgVo-1 ,K8-2-2,left,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,17.28,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,a2706383-9477-40b7-8955-41b19b17fca4
2317,CMH,MgVo-2 ,J7-8.19,left,p4anteroposterior length,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,24.64,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9350c494-803f-4bbb-896a-0c708c4ace32
2318,CMH,MgVo-2 ,J7-8.19,left,p4transverse width,,-na,-na,Bluefish Cave 2,"Yukon, Canada",FossilSpecimen,15.18,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,2a8a6dde-34b2-4181-9004-07b8dac17eff
2319,CMH,MgVo-1 ,L8(N)-4-7,right,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,28.00,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,77d8a142-31c9-430d-a9c7-13079b4863da
2320,CMH,MgVo-1 ,L8(N)-4-7,right,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.17,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,bd73a125-0ccf-4c5b-85c2-4017fbd71063
2321,CMH,MgVo-1 ,L8(N)-7-28,left,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.87,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0d4a5f77-b265-47e7-a1c1-5da176397ce9
2322,CMH,MgVo-1 ,L8(N)-7-28,left,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,15.80,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,8b877a72-f177-4951-815d-1dfb216f27ea
2323,CMH,MgVo-1 ,J7-C-16,left,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.74,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,c71516b5-b214-4a8a-b74b-938e07a77261
2324,CMH,MgVo-1 ,J7-C-16,left,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.07,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ca5c5a74-79c0-4d79-8bf1-127aed8b720c
2325,CMH,MgVo-1 ,L8(N)-8-1,right,p4anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,26.65,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ccfba6d9-b89e-4d6e-9075-02984c446269
2326,CMH,MgVo-1 ,L8(N)-8-1,right,p4transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.05,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,8a4382db-2cf1-42e4-bf05-574a62e1ecf9
2327,CMH,MgVo-1 ,L8(N)-7-2,left,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.01,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,480a3b9e-2e4c-4ec4-b643-08905a556e98
2328,CMH,MgVo-1 ,L8(N)-7-2,left,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.21,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e4ba3199-e68c-4bda-b4a6-00040b8e667f
2329,CMH,MgVo-1 ,J8-1-147,left,p3anteroposterior length,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,27.78,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,aa79f760-4f53-4016-b316-25a82ad07eea
2330,CMH,MgVo-1 ,J8-1-147,left,p3transverse width,,-na,-na,Bluefish Cave 1,"Yukon, Canada",FossilSpecimen,16.11,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,89c418f8-6a92-450d-bb38-9f1dda33dd7a
